animal_id,animal_type,sex,age,color,outcome,outcome_month,outcome_year,mix,outcome_datetime_ChristmasEve,outcome_datetime_NewYearsDay,outcome_datetime_USChristmasDay,outcome_datetime_USThanksgivingDay
A707746,Cat,Spayed Female,0.16666666666666666,Tabby,Adoption,8,2015,Mix,0,0,0,0
A671982,Dog,Spayed Female,4,Black,Return_to_owner,2,2014,Mix,0,0,0,0
A683454,Cat,Intact Female,1,Tabby,Transfer,7,2014,Mix,0,0,0,0
A698489,Dog,Neutered Male,0.16666666666666666,Multiple colors,Adoption,5,2015,Mix,0,0,0,0
A697672,Dog,Spayed Female,3,White,Transfer,3,2015,Mix,0,0,0,0
A672896,Dog,Intact Male,0.3333333333333333,Multiple colors,Transfer,2,2014,Mix,0,0,0,0
A675487,Dog,Spayed Female,2,Brindle,Adoption,4,2014,Mix,0,0,0,0
A675072,Cat,Spayed Female,9,Calico,Euthanasia,5,2014,Mix,0,0,0,0
A683861,Dog,Spayed Female,2,Brindle,Transfer,7,2014,Mix,0,0,0,0
A702957,Cat,Neutered Male,12,Tabby,Transfer,6,2015,Mix,0,0,0,0
A669970,Dog,Neutered Male,4,Multiple colors,Return_to_owner,1,2014,Mix,0,1,0,0
A664707,Dog,Spayed Female,0.6666666666666666,Multiple colors,Adoption,10,2013,Mix,0,0,0,0
A667279,Dog,Spayed Female,2,Multiple colors,Adoption,4,2014,Mix,0,0,0,0
A677176,Dog,Intact Female,0.01643835616438356,Multiple colors,Died,4,2014,Mix,0,0,0,0
A720650,Dog,Spayed Female,2,Brown,Adoption,2,2016,Mix,0,0,0,0
A679400,Dog,Spayed Female,0.08333333333333333,Tricolor,Adoption,5,2014,Mix,0,0,0,0
A713452,Cat,Spayed Female,0.3333333333333333,Black,Adoption,1,2016,Mix,0,0,0,0
A701462,Dog,Spayed Female,1,Brown,Transfer,7,2015,Mix,0,0,0,0
A705103,Cat,Spayed Female,0.16666666666666666,Calico,Adoption,7,2015,Mix,0,0,0,0
A680989,Dog,Intact Female,1,Multiple colors,Adoption,7,2014,Mix,0,0,0,0
A685524,Cat,Intact Male,0.03835613285797299,Multiple colors,Transfer,8,2014,Mix,0,0,0,0
A696424,Cat,Intact Male,1,Black,Transfer,2,2015,Mix,0,0,0,0
A716196,Cat,Spayed Female,0.16666666666666666,Tortie/Torbie,Adoption,12,2015,Mix,0,0,0,0
A695910,Dog,Spayed Female,0.16666666666666666,Multiple colors,Adoption,1,2015,Mix,0,0,0,0
A685584,Cat,Intact Male,0.05753419928695949,Tabby,Transfer,8,2014,Mix,0,0,0,0
A682681,Cat,Neutered Male,0.16666666666666666,Multiple colors,Transfer,7,2014,Mix,0,0,0,0
A703354,Dog,Spayed Female,2,White,Adoption,5,2015,Mix,0,0,0,0
A685158,Dog,Spayed Female,0.8333333333333334,Brindle,Adoption,8,2014,Mix,0,0,0,0
A688676,Cat,Spayed Female,3,Calico,Return_to_owner,9,2014,Mix,0,0,0,0
A698648,Dog,Spayed Female,10,Tan,Died,3,2015,Mix,0,0,0,0
A686113,Dog,Intact Male,0.05753419928695949,Sable,Transfer,8,2014,Mix,0,0,0,0
A677208,Dog,Spayed Female,0.6666666666666666,Multiple colors,Adoption,4,2014,Mix,0,0,0,0
A682684,Dog,Neutered Male,2,Multiple colors,Adoption,7,2014,Mix,0,0,0,0
A705979,Cat,Neutered Male,10,Tabby,Euthanasia,6,2015,Mix,0,0,0,0
A665925,Cat,Intact Male,0.16666666666666666,Tabby,Transfer,11,2013,Mix,0,0,0,0
A711393,Cat,Intact Male,0.019178066428986496,Tabby,Transfer,9,2015,Mix,0,0,0,0
A711361,Cat,Unknown,0.07671226571594598,Multiple colors,Transfer,9,2015,Mix,0,0,0,0
A707989,Dog,Spayed Female,1,Brindle,Return_to_owner,7,2015,Mix,0,0,0,0
A711277,Dog,Spayed Female,0.16666666666666666,Multiple colors,Adoption,9,2015,Mix,0,0,0,0
A699080,Dog,Neutered Male,1,Multiple colors,Adoption,3,2015,Mix,0,0,0,0
A662380,Cat,Spayed Female,1,Tabby,Transfer,10,2013,Mix,0,0,0,0
A710110,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,8,2015,Mix,0,0,0,0
A666578,Dog,Spayed Female,3,Brown,Transfer,11,2013,Mix,0,0,0,0
A707316,Dog,Spayed Female,0.5,Multiple colors,Adoption,7,2015,Mix,0,0,0,0
A693664,Dog,Spayed Female,2,Multiple colors,Adoption,12,2014,Mix,0,0,0,0
A664891,Dog,Neutered Male,1,Multiple colors,Adoption,12,2013,Mix,0,0,0,0
A669897,Dog,Spayed Female,0.16666666666666666,Multiple colors,Adoption,1,2014,Mix,0,0,0,0
A716598,Dog,Neutered Male,10,Black,Transfer,11,2015,Mix,0,0,0,0
A705143,Cat,Intact Female,0.08333333333333333,Tabby,Transfer,6,2015,Mix,0,0,0,0
A704707,Cat,Unknown,0.05753419928695949,Point,Transfer,6,2015,Mix,0,0,0,0
A688342,Cat,Spayed Female,0.4166666666666667,Black,Adoption,10,2014,Mix,0,0,0,0
A679615,Cat,Intact Female,0.08333333333333333,Multiple colors,Transfer,5,2014,Mix,0,0,0,0
A664363,Dog,Spayed Female,3,White,Adoption,10,2013,Mix,0,0,0,0
A684441,Cat,Intact Male,1,Tabby,Euthanasia,7,2014,Mix,0,0,0,0
A695763,Cat,Spayed Female,3,Multiple colors,Adoption,3,2015,Mix,0,0,0,0
A697286,Cat,Neutered Male,2,Tabby,Return_to_owner,2,2015,Mix,0,0,0,0
A714302,Cat,Neutered Male,0.4166666666666667,Tabby,Adoption,10,2015,Mix,0,0,0,0
A632891,Dog,Neutered Male,7,Brindle,Return_to_owner,6,2015,Mix,0,0,0,0
A708300,Cat,Intact Male,0.25,Tabby,Transfer,7,2015,Mix,0,0,0,0
A678798,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,7,2014,Mix,0,0,0,0
A683137,Cat,Neutered Male,1,Black,Transfer,12,2015,Mix,0,0,0,0
A706127,Dog,Spayed Female,0.16666666666666666,Multiple colors,Adoption,7,2015,Mix,0,0,0,0
A684301,Dog,Neutered Male,0.16666666666666666,Multiple colors,Adoption,7,2014,Mix,0,0,0,0
A683573,Cat,Spayed Female,0.5,Calico,Adoption,8,2014,Mix,0,0,0,0
A667654,Dog,Neutered Male,2,Multiple colors,Adoption,12,2013,Mix,1,0,0,0
A695833,Dog,Intact Male,0.8333333333333334,White,Transfer,1,2015,Mix,0,0,0,0
A696017,Dog,Intact Male,1,Multiple colors,Transfer,2,2015,Mix,0,0,0,0
A717638,Cat,Spayed Female,0.75,Tortie/Torbie,Adoption,1,2016,Mix,0,0,0,0
A701799,Cat,Intact Female,0.08333333333333333,Tabby,Transfer,5,2015,Mix,0,0,0,0
A696691,Dog,Neutered Male,5,Multiple colors,Return_to_owner,2,2015,Mix,0,0,0,0
A714348,Dog,Neutered Male,0.3333333333333333,Black,Transfer,10,2015,NA,0,0,0,0
A704898,Cat,Neutered Male,0.25,Black,Adoption,8,2015,Mix,0,0,0,0
A714116,Dog,Spayed Female,2,White,Transfer,10,2015,Mix,0,0,0,0
A697929,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,4,2015,Mix,0,0,0,0
A673118,Dog,Spayed Female,3,White,Adoption,3,2014,Mix,0,0,0,0
A676213,Cat,Spayed Female,8,Calico,Transfer,4,2014,Mix,0,0,0,0
A703586,Cat,Neutered Male,0.25,Black,Adoption,8,2015,Mix,0,0,0,0
A702358,Cat,Intact Female,1,Tortie/Torbie,Transfer,5,2015,Mix,0,0,0,0
A669912,Dog,Spayed Female,4,Multiple colors,Adoption,12,2013,Mix,0,0,0,0
A694979,Dog,Intact Female,1,Multiple colors,Transfer,2,2015,Mix,0,0,0,0
A712942,Dog,Neutered Male,2,Multiple colors,Adoption,2,2016,Mix,0,0,0,0
A695840,Cat,Unknown,2,Tabby,Transfer,1,2015,Mix,0,0,0,0
A695065,Dog,Neutered Male,3,White,Adoption,1,2015,Mix,0,0,0,0
A669411,Dog,Spayed Female,0.16666666666666666,White,Adoption,12,2013,Mix,1,0,0,0
A692789,Cat,Intact Male,0.019178066428986496,Tabby,Transfer,11,2014,Mix,0,0,0,0
A619638,Dog,Neutered Male,8,Chocolate,Adoption,7,2015,Mix,0,0,0,0
A684127,Dog,Spayed Female,2,Black,Adoption,8,2014,Mix,0,0,0,0
A664646,Dog,Spayed Female,5,Multiple colors,Return_to_owner,10,2013,Mix,0,0,0,0
A688140,Cat,Intact Female,0.25,Tabby,Transfer,9,2014,Mix,0,0,0,0
A688214,Cat,Intact Female,0.08333333333333333,Tabby,Transfer,9,2014,Mix,0,0,0,0
A710461,Dog,Neutered Male,0.3333333333333333,Multiple colors,Adoption,8,2015,Mix,0,0,0,0
A666569,Dog,Neutered Male,2,Multiple colors,Return_to_owner,11,2013,Mix,0,0,0,0
A688474,Cat,Neutered Male,0.25,Tabby,Adoption,11,2014,Mix,0,0,0,0
A709871,Cat,Intact Male,0.4166666666666667,Point,Transfer,8,2015,Mix,0,0,0,0
A672557,Dog,Spayed Female,1,Tan,Transfer,2,2014,Mix,0,0,0,0
A643529,Dog,Neutered Male,1,Multiple colors,Adoption,4,2014,Mix,0,0,0,0
A682373,Cat,Neutered Male,0.16666666666666666,Multiple colors,Adoption,7,2014,Mix,0,0,0,0
A676688,Dog,Intact Female,8,Tricolor,Transfer,5,2014,Mix,0,0,0,0
A700653,Dog,Neutered Male,7,White,Return_to_owner,4,2015,Mix,0,0,0,0
A698836,Cat,Intact Male,0.16666666666666666,Point,Adoption,5,2015,Mix,0,0,0,0
A709075,Cat,Intact Male,0.03835613285797299,Tabby,Euthanasia,8,2015,Mix,0,0,0,0
A678434,Dog,Intact Female,2,Blue,Transfer,9,2014,Mix,0,0,0,0
A677291,Dog,Intact Female,0.16666666666666666,Multiple colors,Transfer,4,2014,Mix,0,0,0,0
A683161,Cat,Neutered Male,0.16666666666666666,Multiple colors,Adoption,7,2014,Mix,0,0,0,0
A684188,Cat,Spayed Female,2,Calico,Return_to_owner,7,2014,Mix,0,0,0,0
A671128,Dog,Spayed Female,7,White,Transfer,2,2014,Mix,0,0,0,0
A707145,Dog,Intact Female,1,Multiple colors,Transfer,7,2015,Mix,0,0,0,0
A693250,Dog,Intact Male,0.75,Gold,Return_to_owner,12,2014,Mix,0,0,0,0
A705932,Dog,Intact Male,3,Multiple colors,Transfer,6,2015,Mix,0,0,0,0
A695963,Dog,Neutered Male,0.08333333333333333,Sable,Adoption,2,2015,Mix,0,0,0,0
A575180,Dog,Neutered Male,4,Multiple colors,Return_to_owner,6,2015,Mix,0,0,0,0
A706404,Dog,Intact Female,2,Multiple colors,Adoption,7,2015,NA,0,0,0,0
A687608,Cat,Intact Female,0.08333333333333333,Tortie/Torbie,Euthanasia,9,2014,Mix,0,0,0,0
A694707,Dog,Spayed Female,3,Multiple colors,Adoption,1,2015,Mix,0,0,0,0
A686747,Cat,Intact Male,0.03835613285797299,Tabby,Transfer,8,2014,Mix,0,0,0,0
A710648,Cat,Spayed Female,1,Black,Transfer,9,2015,Mix,0,0,0,0
A683073,Cat,Intact Female,5,White,Transfer,7,2014,Mix,0,0,0,0
A709278,Cat,Neutered Male,0.25,Tabby,Adoption,8,2015,Mix,0,0,0,0
A691861,Dog,Intact Female,3,Multiple colors,Euthanasia,11,2014,Mix,0,0,0,0
A711203,Dog,Intact Female,1,Multiple colors,Return_to_owner,9,2015,Mix,0,0,0,0
A682020,Dog,Intact Male,2,Multiple colors,Euthanasia,7,2014,Mix,0,0,0,0
A717497,Dog,Spayed Female,5,Multiple colors,Transfer,1,2016,Mix,0,0,0,0
A666611,Cat,Intact Male,12,Tabby,Euthanasia,11,2013,Mix,0,0,0,0
A715125,Dog,Neutered Male,2,Multiple colors,Return_to_owner,11,2015,Mix,0,0,0,0
A720626,Dog,Neutered Male,5,Multiple colors,Return_to_owner,2,2016,Mix,0,0,0,0
A686924,Dog,Intact Female,0.4166666666666667,Sable,Transfer,9,2014,Mix,0,0,0,0
A696325,Dog,Neutered Male,6,Tricolor,Adoption,2,2015,Mix,0,0,0,0
A682561,Dog,Neutered Male,0.3333333333333333,Multiple colors,Adoption,8,2014,Mix,0,0,0,0
A664368,Dog,Intact Male,0.3333333333333333,Multiple colors,Return_to_owner,10,2013,Mix,0,0,0,0
A715037,Dog,Intact Male,1,Tricolor,Return_to_owner,11,2015,Mix,0,0,0,0
A690079,Cat,Intact Male,0.08333333333333333,Multiple colors,Transfer,10,2014,NA,0,0,0,0
A671747,Dog,Neutered Male,0.5,Brown,Adoption,2,2014,Mix,0,0,0,0
A474539,Dog,Neutered Male,11,Multiple colors,Return_to_owner,12,2014,NA,0,0,0,0
A675355,Dog,Spayed Female,2,Multiple colors,Adoption,3,2014,Mix,0,0,0,0
A679215,Cat,Intact Female,0.25,Tabby,Transfer,5,2014,Mix,0,0,0,0
A666121,Dog,Neutered Male,1,Merle,Return_to_owner,11,2013,NA,0,0,0,0
A688437,Dog,Neutered Male,14,Chocolate,Euthanasia,9,2014,Mix,0,0,0,0
A707770,Dog,Neutered Male,5,Brindle,Adoption,7,2015,Mix,0,0,0,0
A669151,Dog,Intact Male,0.08333333333333333,Multiple colors,Transfer,12,2013,Mix,0,0,0,0
A703395,Dog,Intact Female,0.5,Brown,Transfer,5,2015,Mix,0,0,0,0
A685144,Dog,Spayed Female,3,Multiple colors,Return_to_owner,8,2014,Mix,0,0,0,0
A638828,Dog,Neutered Male,13,Multiple colors,Adoption,8,2014,Mix,0,0,0,0
A696411,Cat,Intact Female,0.16666666666666666,Tortie/Torbie,Adoption,2,2015,Mix,0,0,0,0
A641486,Dog,Spayed Female,2,Multiple colors,Adoption,12,2013,Mix,0,0,0,0
A717390,Cat,Spayed Female,10,Point,Adoption,12,2015,NA,0,0,0,0
A673079,Dog,Spayed Female,1,Multiple colors,Adoption,3,2014,Mix,0,0,0,0
A685076,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,9,2014,Mix,0,0,0,0
A667434,Dog,Spayed Female,2,Tricolor,Adoption,12,2013,NA,0,0,0,0
A669470,Dog,Neutered Male,0.9166666666666666,Brown,Transfer,12,2013,Mix,0,0,0,0
A711535,Dog,Spayed Female,1,Multiple colors,Adoption,9,2015,Mix,0,0,0,0
A693505,Dog,Spayed Female,0.5833333333333334,Multiple colors,Transfer,12,2014,Mix,0,0,0,0
A694015,Cat,Spayed Female,1,Calico,Transfer,12,2014,Mix,0,0,0,0
A677565,Dog,Neutered Male,17,Multiple colors,Return_to_owner,4,2014,Mix,0,0,0,0
A664267,Dog,Intact Female,0.3333333333333333,Multiple colors,Return_to_owner,10,2013,Mix,0,0,0,0
A704440,Dog,Spayed Female,8,Black,Return_to_owner,6,2015,Mix,0,0,0,0
A704588,Cat,Spayed Female,0.16666666666666666,Multiple colors,Adoption,6,2015,Mix,0,0,0,0
A712501,Cat,Intact Female,0.5,Tabby,Transfer,9,2015,Mix,0,0,0,0
A715896,Dog,Neutered Male,3,Multiple colors,Return_to_owner,11,2015,Mix,0,0,0,0
A672766,Cat,Intact Female,0.8333333333333334,Tortie/Torbie,Transfer,2,2014,Mix,0,0,0,0
A698127,Dog,Neutered Male,5,Sable,Adoption,3,2015,Mix,0,0,0,0
A683327,Cat,Neutered Male,3,Blue,Transfer,7,2014,Mix,0,0,0,0
A704474,Cat,Neutered Male,0.16666666666666666,Multiple colors,Adoption,6,2015,Mix,0,0,0,0
A707779,Dog,Spayed Female,1,Tricolor,Adoption,1,2016,Mix,0,0,0,0
A697079,Dog,Intact Male,2,Multiple colors,Return_to_owner,3,2015,Mix,0,0,0,0
A708845,Cat,Neutered Male,7,Multiple colors,Return_to_owner,8,2015,Mix,0,0,0,0
A703621,Cat,Spayed Female,5,Tabby,Transfer,5,2015,Mix,0,0,0,0
A680185,Cat,Neutered Male,1,Tabby,Adoption,6,2014,Mix,0,0,0,0
A499156,Dog,Spayed Female,8,Multiple colors,Transfer,11,2015,Mix,0,0,0,0
A664224,Dog,Neutered Male,1,Multiple colors,Adoption,10,2013,Mix,0,0,0,0
A711656,Dog,Neutered Male,0.16666666666666666,Tricolor,Adoption,9,2015,Mix,0,0,0,0
A704547,Dog,Intact Female,0.08333333333333333,Multiple colors,Transfer,7,2015,Mix,0,0,0,0
A687333,Cat,Intact Male,0.25,Multiple colors,Transfer,9,2014,Mix,0,0,0,0
A670032,Dog,Intact Female,6,Merle,Return_to_owner,1,2014,Mix,0,1,0,0
A718651,Dog,Neutered Male,1,Multiple colors,Adoption,1,2016,Mix,0,0,0,0
A702675,Dog,Spayed Female,0.16666666666666666,Tricolor,Adoption,5,2015,Mix,0,0,0,0
A691709,Cat,Spayed Female,0.25,Tabby,Transfer,11,2014,Mix,0,0,0,0
A688775,Dog,Spayed Female,5,Multiple colors,Adoption,9,2014,Mix,0,0,0,0
A440082,Dog,Neutered Male,12,Multiple colors,Return_to_owner,4,2014,Mix,0,0,0,0
A705194,Cat,Intact Male,0.16666666666666666,Tabby,Adoption,6,2015,Mix,0,0,0,0
A700012,Cat,Intact Male,0.05753419928695949,Tabby,Transfer,4,2015,Mix,0,0,0,0
A692122,Dog,Unknown,0.07671226571594598,Tan,Euthanasia,11,2014,Mix,0,0,0,0
A681088,Dog,Intact Female,4,Brown,Transfer,8,2014,Mix,0,0,0,0
A690933,Dog,Spayed Female,0.5,Multiple colors,Adoption,11,2014,Mix,0,0,0,0
A666358,Cat,Spayed Female,1,Tabby,Adoption,11,2013,Mix,0,0,0,0
A670349,Dog,Spayed Female,2,Blue,Transfer,1,2014,NA,0,0,0,0
A674463,Dog,Intact Female,0.0136986301369863,Sable,Transfer,3,2014,Mix,0,0,0,0
A663201,Dog,Neutered Male,2,Multiple colors,Transfer,10,2013,Mix,0,0,0,0
A686584,Dog,Spayed Female,7,Multiple colors,Return_to_owner,9,2014,Mix,0,0,0,0
A363653,Dog,Neutered Male,10,Merle,Return_to_owner,11,2014,Mix,0,0,0,0
A710169,Cat,Neutered Male,0.3333333333333333,Tabby,Adoption,12,2015,Mix,0,0,0,0
A632902,Dog,Neutered Male,5,Merle,Adoption,7,2015,NA,0,0,0,0
A672277,Cat,Intact Male,1,Tabby,Transfer,2,2014,Mix,0,0,0,0
A664299,Dog,Intact Male,0.16666666666666666,Tricolor,Transfer,10,2013,Mix,0,0,0,0
A664172,Cat,Neutered Male,15,Tabby,Return_to_owner,10,2013,Mix,0,0,0,0
A695619,Dog,Neutered Male,2,Multiple colors,Return_to_owner,1,2015,Mix,0,0,0,0
A702916,Dog,Spayed Female,0.16666666666666666,Tricolor,Adoption,5,2015,NA,0,0,0,0
A697903,Cat,Unknown,0.25,Point,Transfer,3,2015,Mix,0,0,0,0
A692422,Dog,Neutered Male,10,Multiple colors,Transfer,11,2014,NA,0,0,0,0
A691609,Cat,Spayed Female,0.75,Tortie/Torbie,Transfer,2,2015,Mix,0,0,0,0
A699759,Dog,Neutered Male,4,Black,Adoption,5,2015,Mix,0,0,0,0
A134067,Dog,Neutered Male,16,Multiple colors,Return_to_owner,11,2013,NA,0,0,0,0
A720078,Dog,Intact Female,5,Black,Transfer,2,2016,Mix,0,0,0,0
A704373,Dog,Spayed Female,11,Tricolor,Return_to_owner,6,2015,Mix,0,0,0,0
A713455,Cat,Intact Male,0.08333333333333333,Multiple colors,Adoption,10,2015,Mix,0,0,0,0
A675625,Dog,Spayed Female,2,Yellow,Adoption,4,2014,Mix,0,0,0,0
A708670,Dog,Spayed Female,0.16666666666666666,Merle,Adoption,8,2015,Mix,0,0,0,0
A680374,Dog,Neutered Male,1,Tricolor,Transfer,6,2014,Mix,0,0,0,0
A680363,Dog,Intact Female,5,Multiple colors,Transfer,6,2014,Mix,0,0,0,0
A709353,Cat,Spayed Female,8,Tabby,Adoption,1,2016,Mix,0,0,0,0
A680565,Dog,Spayed Female,0.6666666666666666,Tricolor,Adoption,6,2014,Mix,0,0,0,0
A674118,Dog,Intact Male,0.3333333333333333,Red,Transfer,3,2014,Mix,0,0,0,0
A666591,Cat,Spayed Female,0.3333333333333333,Tabby,Adoption,2,2014,Mix,0,0,0,0
A712392,Cat,Spayed Female,0.3333333333333333,Tabby,Adoption,1,2016,Mix,0,0,0,0
A702090,Cat,Spayed Female,0.16666666666666666,Tabby,Adoption,6,2015,Mix,0,0,0,0
A676234,Dog,Intact Female,3,Brown,Euthanasia,4,2014,Mix,0,0,0,0
A682651,Dog,Neutered Male,2,Multiple colors,Return_to_owner,7,2014,Mix,0,0,0,0
A667990,Dog,Spayed Female,2,Multiple colors,Adoption,1,2014,Mix,0,0,0,0
A705454,Dog,Neutered Male,0.16666666666666666,Multiple colors,Adoption,6,2015,Mix,0,0,0,0
A711985,Dog,Intact Male,0.3333333333333333,Blue,Euthanasia,9,2015,Mix,0,0,0,0
A680871,Cat,Neutered Male,0.25,Tabby,Transfer,8,2014,Mix,0,0,0,0
A676341,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,6,2014,Mix,0,0,0,0
A714347,Dog,Neutered Male,0.4166666666666667,Tricolor,Adoption,11,2015,Mix,0,0,0,0
A665621,Dog,Neutered Male,5,Brindle,Adoption,12,2013,Mix,0,0,0,0
A691580,Cat,Intact Female,0.08333333333333333,Tortie/Torbie,Euthanasia,11,2014,Mix,0,0,0,0
A691203,Cat,Spayed Female,0.16666666666666666,Multiple colors,Adoption,11,2014,Mix,0,0,0,0
A689083,Dog,Neutered Male,1,Multiple colors,Adoption,10,2014,Mix,0,0,0,0
A715611,Dog,Spayed Female,1,Multiple colors,Return_to_owner,11,2015,Mix,0,0,0,0
A716374,Dog,Neutered Male,0.16666666666666666,Sable,Adoption,12,2015,Mix,0,0,0,0
A686951,Cat,Spayed Female,2,Tabby,Adoption,10,2014,Mix,0,0,0,0
A697014,Dog,Neutered Male,1,Tan,Adoption,2,2015,Mix,0,0,0,0
A710743,Cat,Neutered Male,6,White,Transfer,8,2015,Mix,0,0,0,0
A684833,Cat,Neutered Male,2,Blue,Transfer,9,2014,Mix,0,0,0,0
A694571,Dog,Neutered Male,1,Multiple colors,Transfer,1,2015,Mix,0,0,0,0
A707248,Cat,Intact Female,0.16666666666666666,Black,Transfer,7,2015,Mix,0,0,0,0
A689568,Cat,Spayed Female,3,Tabby,Transfer,10,2014,Mix,0,0,0,0
A625274,Dog,Spayed Female,4,Multiple colors,Adoption,12,2014,Mix,0,0,0,0
A714891,Cat,Unknown,0.5,Black,Transfer,10,2015,Mix,0,0,0,0
A687923,Cat,Neutered Male,1,Blue,Adoption,9,2014,Mix,0,0,0,0
A695821,Dog,Spayed Female,0.08333333333333333,Multiple colors,Adoption,2,2015,Mix,0,0,0,0
A663801,Dog,Spayed Female,3,Brindle,Adoption,7,2014,Mix,0,0,0,0
A705362,Dog,Neutered Male,1,Multiple colors,Transfer,6,2015,Mix,0,0,0,0
A712050,Dog,Spayed Female,1,White,Return_to_owner,9,2015,Mix,0,0,0,0
A698837,Cat,Intact Female,0.16666666666666666,Point,Adoption,5,2015,Mix,0,0,0,0
A697573,Dog,Neutered Male,1,Multiple colors,Return_to_owner,2,2015,Mix,0,0,0,0
A706834,Cat,Spayed Female,0.16666666666666666,Tabby,Adoption,7,2015,Mix,0,0,0,0
A693403,Cat,Neutered Male,1,Black,Transfer,12,2014,Mix,0,0,0,0
A705643,Cat,Unknown,0.019178066428986496,Multiple colors,Transfer,6,2015,Mix,0,0,0,0
A719772,Dog,Spayed Female,2,Multiple colors,Adoption,2,2016,Mix,0,0,0,0
A684613,Cat,Spayed Female,2,White,Adoption,7,2014,Mix,0,0,0,0
A663618,Cat,Neutered Male,0.25,Multiple colors,Transfer,10,2013,Mix,0,0,0,0
A703310,Dog,Neutered Male,2,Multiple colors,Return_to_owner,5,2015,Mix,0,0,0,0
A696454,Dog,Neutered Male,11,White,Euthanasia,2,2015,Mix,0,0,0,0
A703800,Cat,Spayed Female,0.16666666666666666,Multiple colors,Adoption,7,2015,Mix,0,0,0,0
A690067,Cat,Unknown,0.019178066428986496,White,Transfer,10,2014,Mix,0,0,0,0
A680550,Dog,Intact Male,0.16666666666666666,White,Transfer,6,2014,Mix,0,0,0,0
A677495,Dog,Neutered Male,3,Tricolor,Return_to_owner,4,2014,Mix,0,0,0,0
A698595,Cat,Unknown,2,Black,Transfer,3,2015,Mix,0,0,0,0
A705476,Dog,Unknown,1,Blue,Return_to_owner,6,2015,Mix,0,0,0,0
A675956,Dog,Intact Male,4,Multiple colors,Return_to_owner,4,2014,Mix,0,0,0,0
A699758,Dog,Neutered Male,5,Brindle,Transfer,4,2015,Mix,0,0,0,0
A686765,Dog,Spayed Female,0.6666666666666666,Brown,Transfer,9,2014,Mix,0,0,0,0
A693875,Dog,Spayed Female,4,Multiple colors,Return_to_owner,12,2014,Mix,0,0,0,0
A699888,Dog,Spayed Female,4,Multiple colors,Transfer,4,2015,Mix,0,0,0,0
A711896,Dog,Spayed Female,0.16666666666666666,Multiple colors,Transfer,9,2015,Mix,0,0,0,0
A680096,Cat,Unknown,0.07671226571594598,Black,Euthanasia,5,2014,NA,0,0,0,0
A696157,Dog,Intact Female,0.16666666666666666,Multiple colors,Transfer,2,2015,Mix,0,0,0,0
A685050,Cat,Intact Female,0.25,Tabby,Transfer,8,2014,Mix,0,0,0,0
A676823,Dog,Spayed Female,0.3333333333333333,Brindle,Transfer,4,2014,Mix,0,0,0,0
A689561,Cat,Spayed Female,0.16666666666666666,Calico,Adoption,11,2014,Mix,0,0,0,0
A694360,Dog,Neutered Male,1,White,Adoption,12,2014,Mix,0,0,0,0
A698482,Cat,Intact Female,1,Calico,Transfer,3,2015,Mix,0,0,0,0
A688260,Dog,Neutered Male,2,Multiple colors,Transfer,10,2014,Mix,0,0,0,0
A684837,Cat,Neutered Male,10,Tabby,Transfer,8,2014,Mix,0,0,0,0
A704951,Cat,Spayed Female,0.16666666666666666,Tabby,Adoption,8,2015,Mix,0,0,0,0
A667244,Dog,Neutered Male,1,Brindle,Adoption,11,2013,Mix,0,0,0,0
A702790,Dog,Intact Male,0.16666666666666666,Multiple colors,Return_to_owner,5,2015,Mix,0,0,0,0
A709513,Cat,Intact Female,0.05753419928695949,Tabby,Transfer,8,2015,Mix,0,0,0,0
A711401,Dog,Spayed Female,0.16666666666666666,Multiple colors,Adoption,9,2015,Mix,0,0,0,0
A715638,Cat,Spayed Female,0.16666666666666666,Calico,Adoption,12,2015,Mix,0,0,0,0
A705747,Cat,Neutered Male,0.08333333333333333,Tabby,Adoption,6,2015,Mix,0,0,0,0
A701421,Cat,Neutered Male,4,Tabby,Adoption,5,2015,Mix,0,0,0,0
A688832,Cat,Intact Female,1,Black,Transfer,9,2014,Mix,0,0,0,0
A713677,Dog,Intact Male,2,Tricolor,Transfer,10,2015,Mix,0,0,0,0
A713692,Cat,Intact Male,0.16666666666666666,Multiple colors,Transfer,11,2015,Mix,0,0,0,0
A696231,Cat,Neutered Male,0.6666666666666666,Multiple colors,Adoption,2,2015,Mix,0,0,0,0
A378353,Dog,Intact Female,10,Tricolor,Euthanasia,8,2014,Mix,0,0,0,0
A716264,Dog,Spayed Female,8,Multiple colors,Transfer,12,2015,Mix,0,0,0,0
A691100,Cat,Intact Male,1,Multiple colors,Transfer,10,2014,Mix,0,0,0,0
A665207,Cat,Intact Female,0.03835613285797299,Tortie/Torbie,Transfer,10,2013,Mix,0,0,0,0
A671627,Dog,Neutered Male,5,Multiple colors,Return_to_owner,5,2014,Mix,0,0,0,0
A664626,Cat,Intact Female,2,Calico,Transfer,10,2013,Mix,0,0,0,0
A681562,Cat,Intact Female,0.08333333333333333,Calico,Transfer,6,2014,Mix,0,0,0,0
A692544,Cat,Neutered Male,7,Tabby,Return_to_owner,11,2014,Mix,0,0,0,0
